transaction_id,date,store_id,region,city,channel,vendor,basket_id,basket_size,payment_type,product_id,sku,category,quantity,promo_flag,promo_discount_pct,temp_c,is_weekend,product_name,beverage_type,package,size_ml,caffeine_mg,sugar_g,is_sugar_free,is_alcoholic_flag,unit_price,unit_cost,inventory_received_qty,wastage_qty,net_unit_price,sales,cogs,margin
T1903111-9152,2024-01-26,S0099,East,Philadelphia,Pickup,NationalSupply,1903111,7,Credit,V00156,SKU-V00156-WMSQ,Beverages,4,0,0,5.3,0,Juice,Coffee,Can,591,0,22,0,0,9.57,5.17,22,1,9.57,38.28,20.68,17.6
T1865889-9153,2024-07-22,S0019,South,Atlanta,Online,LocalCoop,1865889,6,Credit,V00180,SKU-V00180-S41X,Beverages,1,0,0,4.3,0,Sports Drink,Juice,Bottle,355,11,47,0,0,2.07,1.61,19,0,2.07,2.07,1.61,0.46
T1485441-9154,2024-06-13,S0045,Central,St. Louis,InStore, vendorb ,1485441,9,Credit,V00209,SKU-V00142-X4VP,Beverages,5,0,0,8.5,0,Lemonade,Coffee,Carton,473,75,0,1,0,,4.96,19,0,6.73,33.65,24.8,8.85
T1490760-9155,2024-05-05,S0037,West,Los Angeles,InStore,NationalSupply,1490760,11,GiftCard,V00244,SKU-V00244-Y08K,Beverages,1,0,0,4.3,1,Cold Brew,Water,Bottle,1000,131,0,1,0,2.92,1.66,11,0,2.92,2.92,1.66,1.26
T1410909-9156,2024-05-20,S0005,West,San Jose,Pickup,NationalSupply,1410909,8,Cash,V00163,SKU-V00163-EKX6,Beverages,3,0,0,13.2,0,Juice,Soda,Can,500,86,0,1,0,6.74,4.11,18,1,6.74,20.22,12.33,7.89
T1538221-9157,2024-01-21,S0099,North,Minneapolis,InStore,LocalCoop,1538221,8,Credit,V00243,SKU-V00243-8AK3,Beverages,2,0,0,12.9,1,Still Water,Functional,Bottle,1500,63,11,0,0,10.54,7.31,9,0,10.54,21.08,14.62,6.46
T1846655-9158,2024-05-31,S0004,East,Baltimore,Online,VendorA,1846655,4,GiftCard,V00086,SKU-V00086-SR9N,Beverages,4,0,0,16.4,0,Still Water,Coffee,Can,330,0,31,0,0,4.99,3.4,12,0,4.99,19.96,13.6,6.36
T1973893-9159,2024-11-20,S0099,South,Dallas,InStore,VendorD,1973893,9,Debit,V00224,SKU-V00224-9ZNM,Beverages,6,0,0,4.7,0,Cola,Juice,Bottle,355,109,0,1,0,2.19,1.49,25,0,2.19,13.14,8.94,4.2
T1875066-9160,2024-06-03,S0109,North,Detroit,Pickup,VendorA,1875066,9,Credit,V00113,SKU-V00113-8R2D,Beverages,3,0,0,33.7,0,Orange Soda,Juice,Bottle,355,179,16,0,0,0.91,0.61,12,0,0.91,2.73,1.83,0.9
T1137529-9161,2024-05-25,S0034,East,Boston,InStore,VendorB,1137529,4,Credit,V00183,SKU-V00183-M60N,Beverages,2,0,0,1.5,1,Latte Bottle,Coffee,Bottle,355,76,35,0,0,3.6,2.72,18,1,3.6,7.2,5.44,1.76
T1838146-9162,2024-01-08,S0095,South,Dallas,Online,VendorC,1838146,6,Debit,V00136,SKU-V00136-ZDNS,Beverages,3,0,0,11.7,0,Energy Drink,Sports,Bottle,330,50,25,0,0,4.45,3.24,12,1,4.45,13.35,9.72,3.63
T1949913-9163,2024-10-28,S0049,Central,Cleveland,InStore,LocalCoop,1949913,14,MobilePay,V00232,SKU-V00179-LTTW,Beverages,1,0,0,32.9,0,Latte Bottle,Sports,Bottle,1000,173,9,0,0,3.92,2.38,15,0,3.92,3.92,2.38,1.54
T1046806-9164,2024-12-08,S0030,South,Houston,Online,RegionalFoods,1046806,10,Debit,V00074,SKU-V00074-WXB7,Beverages,2,1,25,21.5,1,Sparkling Water,Energy,Bottle,355,0,35,0,0,5.62,3.58,12,0,4.22,8.44,7.16,1.28
T1498514-9165,2024-08-23,S0048,East,New York,InStore,NationalSupply,1498514,6,Credit,V00147,SKU-V00238-EMVO,Beverages,2,0,0,19.5,0,Juice,Soda,Carton,355,0,19,0,0,4.74,3.19,16,0,4.74,9.48,6.38,3.1
T1692099-9166,2024-08-29,S0085,Central,Cleveland,Online,VendorD,1692099,4,Cash,V00021,SKU-V00021-92NZ,Beverages,1,0,0,33.1,0,Juice,Coffee,Bottle,473,0,30,0,0,4.73,2.82,15,0,4.73,4.73,2.82,1.91
T1333140-9167,2024-06-30,S0069,West,Phoenix,InStore,VendorA,1333140,7,GiftCard,V00094,SKU-V00094-A3N3,Beverages,4,0,0,19.0,1,Cold Brew,Sports,Bottle,355,73,10,0,0,5.43,3.64,15,1,5.43,21.72,14.56,7.16
T1896455-9168,2024-01-07,S0019,South,Orlando,Online,VendorC,1896455,11,Credit,V00162,SKU-V00092-4GUZ,Beverages,3,0,0,5.2,1,Tonic Water,Water,Bottle,330,74,59,0,0,4.26,2.95,15,0,4.26,12.78,8.85,3.93
T1718693-9169,2024-04-17,S0091,South,Atlanta,InStore,VendorA,1718693,8,Cash,V00036,SKU-V00036-33MJ,Beverages,4,0,0,19.3,0,Still Water,Juice,Can,355,61,0,1,0,5.73,3.48,16,1,5.73,22.92,13.92,9.0
T1503318-9170,2024-11-02,S0019,South,Atlanta,InStore,VendorD,1503318,6,Credit,V00103,SKU-V00103-HOBA,Beverages,2,1,25,10.0,1,Iced Tea,Energy,Can,355,0,18,0,0,1.82,0.99,17,1,1.36,2.72,1.98,0.74
T1951371-9171,2024-01-10,S0073,Central,St. Louis,InStore,VendorD,1951371,11,Cash,V00181,SKU-V00181-X2U4,Beverages,7,0,0,32.6,0,Kombucha,Soda,Bottle,355,113,26,0,0,5.48,3.26,15,0,5.48,38.36,22.82,15.54
T1377247-9172,2024-01-22,S0102,North,Detroit,Delivery,LocalCoop,1377247,5,Credit,V00168,SKU-V00168-9854,Beverages,3,1,25,14.7,0,Latte Bottle,Energy,Bottle,355,45,39,0,0,-9.3,7.08,15,0,6.98,20.94,21.24,-0.3
T1642616-9173,2024-09-05,S0087,North,Chicago,InStore,VendorC,1642616,6,Cash,V00164,SKU-V00029-F1QV,Beverages,5,1,20,14.2,0,Latte Bottle,Soda,Bottle,500,156,8,0,0,6.6,4.74,15,0,5.28,26.4,23.7,2.7
T1713760-9174,2024-03-20,S0104,West,Los Angeles,InStore,NationalSupply,1713760,8,Debit,V00218,SKU-V00218-WSJR,Beverages,4,1,30,14.1,0,Tonic Water,Coffee,Bottle,591,6,37,0,0,6.34,4.47,13,0,4.44,17.76,17.88,-0.12
T1018419-9175,2024-03-07,S0066,North,Chicago,Online,VendorC,1018419,4,Credit,V00011,SKU-V00011-W91S,Beverages,5,0,0,19.7,0,Tonic Water,Soda,Can,330,73,48,0,0,,2.64,9,0,4.78,23.9,13.2,10.7
T1578652-9176,2024-11-20,S0019,South,Atlanta,Online,NationalSupply,1578652,8,Credit,V00077,SKU-V00077-IGZC,Beverages,6,0,0,13.7,0,Kombucha,Soda,Can,330,0,0,1,0,3.57,1.85,22,0,3.57,21.42,11.1,10.32
T1980636-9177,2024-12-26,S0083,North,Detroit,InStore,LocalCoop,1980636,4,Credit,V00188,SKU-V00188-9F0B,Beverages,3,0,0,17.5,0,Orange Soda,Water,Bottle,355,66,0,1,0,3.9,2.72,14,0,3.9,11.7,8.16,3.54
T1935394-9178,2024-05-27,S0073,West,San Diego,InStore,LocalCoop,1935394,10,Credit,V00007,SKU-V00207-1SLN,Beverages,4,0,0,14.4,0,Lemonade,Soda,Can,473,52,58,0,0,3.29,2.54,21,0,3.29,13.16,10.16,3.0
T1361595-9179,2024-04-03,S0021,South,Orlando,InStore,VendorB,1361595,9,Credit,V00097,SKU-V00097-VKBU,Beverages,4,0,0,0.5,0,Kombucha,Juice,Can,330,0,19,0,0,1.27,0.77,20,0,1.27,5.08,3.08,2.0
T1848866-9180,2024-01-07,S0069,West,San Jose,Delivery,VendorC,1848866,10,Cash,V00173,SKU-V00173-LPJI,Beverages,2,0,0,13.3,1,Ginger Ale,Functional,Bottle,500,114,27,0,0,9.75,4.97,12,0,9.75,19.5,9.94,9.56
T1677814-9181,2024-02-22,S0058,North,Milwaukee,Delivery,VendorB,1677814,4,Debit,V00185,SKU-V00185-WXBU,Beverages,5,0,0,6.2,0,Iced Tea,Tea,Bottle,250,84,29,0,0,5.41,3.86,10,0,5.41,27.05,19.3,7.75
T1208756-9182,2024-07-30,S0104,West,San Diego,Delivery,NationalSupply,1208756,7,Credit,V00085,SKU-V00085-KNPH,Beverages,2,1,30,11.9,0,Juice,Water,Can,500,10,12,0,0,7.98,6.14,17,0,5.59,11.18,12.28,-1.1
T1031940-9183,2024-04-06,S0064,North,Columbus,InStore,VendorB,1031940,8,Credit,V00156,SKU-V00156-WMSQ,Beverages,5,0,0,19.4,1,Sports Drink,Soda,Bottle,355,172,61,0,0,2.29,1.51,20,1,2.29,11.45,7.55,3.9
T1730616-9184,2024-03-10,S0008,East,New York,InStore,LocalCoop,1730616,8,Cash,V00004,SKU-V00004-D4X7,Beverages,3,0,0,13.4,1,Iced Tea,Energy,Bottle,1500,0,18,0,0,10.19,7.83,20,0,10.19,30.57,23.49,7.08
T1680261-9185,2024-08-05,S0012,North,Detroit,Online,VendorD,1680261,3,Debit,V00167,SKU-V00167-ADQK,Beverages,2,0,0,-2.2,0,Energy Drink,Tea,Bottle,330,97,35,0,0,7.21,4.77,14,0,7.21,14.42,9.54,4.88
T1768973-9186,2024-09-20,S0018,East,Pittsburgh,InStore,RegionalFoods,1768973,11,Credit,V00103,SKU-V00103-HOBA,Beverages,2,0,0,18.7,0,Sparkling Water,Coffee,Can,355,15,21,0,0,6.44,3.98,11,0,6.44,12.88,7.96,4.92
T1388852-9187,2024-02-29,S0114,North,Chicago,Online,VendorC,1388852,7,Cash,V00050,SKU-V00050-6FMS,Beverages,3,0,0,20.5,0,Sparkling Water,Sports,Multi-pack,330,37,19,0,0,4.63,2.98,12,0,4.63,13.89,8.94,4.95
T1426748-9188,2024-03-30,S0066,South,Houston,Online,VendorA,1426748,12,Debit,V00080,SKU-V00080-NUV3,Beverages,3,1,25,19.8,1,Tonic Water,Soda,Carton,330,50,53,0,0,5.52,3.69,5,1,4.14,12.42,11.07,1.35
T1174334-9189,2024-02-18,S0022,West,San Jose,InStore,RegionalFoods,1174334,9,MobilePay,V00175,SKU-V00175-YKGG,Beverages,2,1,30,16.5,1,Ginger Ale,Tea,Bottle,500,93,29,0,0,2.09,1.41,16,1,1.46,2.92,2.82,0.1
T1131933-9190,2024-10-26,S0022,West,Phoenix,InStore,VendorD,1131933,6,Cash,V00195,SKU-V00195-HF6V,Beverages,4,0,0,-1.1,1,Cold Brew,Tea,Bottle,330,51,14,0,0,4.42,2.53,13,0,4.42,17.68,10.12,7.56
T1666435-9191,2024-05-27,S0062,North,Minneapolis,InStore,LocalCoop,1666435,11,Cash,V00034,SKU-V00034-546N,Beverages,5,0,0,-2.9,0,Cold Brew,Coffee,Bottle,355,100,38,0,0,8.82,4.56,15,0,8.82,44.1,22.8,21.3
T1652907-9192,2024-04-19,S0087,South,Orlando,Online,VendorB,1652907,7,Credit,V00140,SKU-V00140-GQR6,Beverages,3,0,0,18.5,0,Iced Tea,Juice,Can,250,0,0,1,0,1.83,1.38,17,0,1.83,5.49,4.14,1.35
T1503680-9193,2024-05-18,S0114,South,Houston,Delivery,RegionalFoods,1503680,7,Credit,V00072,SKU-V00072-81JN,Beverages,5,0,0,19.2,1,Cold Brew,Soda,Can,355,62,22,0,0,5.45,3.13,22,0,5.45,27.25,15.65,11.6
T1721295-9194,2024-05-02,S0117,South,Charlotte,InStore,VendorC,1721295,7,Credit,V00107,SKU-V00107-YPE1,Beverages,3,0,0,23.8,0,Cold Brew,Water,Bottle,1000,88,0,1,0,7.97,5.99,10,0,7.97,23.91,17.97,5.94
T1851430-9195,2024-11-21,S0010,South,Atlanta,Pickup,VendorA,1851430,7,Debit,V00012,SKU-V00057-PK2R,Beverages,2,0,0,5.8,0,Lemonade,Energy,Can,1000,18,17,0,0,9.91,5.54,12,0,9.91,19.82,11.08,8.74
T1889843-9196,2024-09-12,S0026,West,San Jose,InStore,LocalCoop,1889843,8,Cash,V00075,SKU-V00075-P90V,Beverages,1,0,0,16.8,0,Energy Drink,Soda,Bottle,1000,26,0,1,0,8.43,6.54,21,0,8.43,8.43,6.54,1.89
T1761430-9197,2024-02-09,S0032,East,Boston,InStore,NationalSupply,1761430,6,Credit,V00052,SKU-V00052-JUNT,Beverages,4,0,0,5.6,0,Tonic Water,Juice,Bottle,355,0,2,0,0,4.67,3.31,18,2,4.67,18.68,13.24,5.44
T1728796-9198,2024-04-02,S0119,East,Baltimore,InStore,RegionalFoods,1728796,5,Debit,V00043,SKU-V00043-D092,Beverages,5,0,0,3.4,0,Lemonade,Coffee,Multi-pack,355,0,55,0,0,5.58,3.58,17,0,5.58,27.9,17.9,10.0
T1945881-9199,2024-09-13,S0022,Central,Kansas City,Online,LocalCoop,1945881,6,Credit,V00075,SKU-V00075-P90V,Beverages,5,0,0,14.7,0,Tonic Water,Energy,Bottle,591,48,0,1,0,3.9,2.73,13,0,3.9,19.5,13.65,5.85
T1892715-9200,2024-03-15,S0117,South,Charlotte,Pickup,VendorC,1892715,12,Debit,V00067,SKU-V00067-L30Q,Beverages,5,1,15,9.7,0,Still Water,Soda,Carton,330,68,0,1,0,4.78,3.48,14,0,4.06,20.3,17.4,2.9
T1088118-9201,2024-08-05,S0078,East,Boston,Online,VendorB,1088118,7,Credit,V00053,SKU-V00053-QFCR,Beverages,5,0,0,-0.0,0,Lemonade,Soda,Can,500,0,0,1,0,8.18,4.56,13,0,8.18,40.9,22.8,18.1
T1270387-9202,2024-10-23,S0095,East,Philadelphia,Online,LocalCoop,1270387,7,Cash,V00152,SKU-V00152-UU0E,Beverages,4,0,0,23.0,0,Tonic Water,Coffee,Can,1500,14,16,0,0,7.96,6.15,18,0,7.96,31.84,24.6,7.24
T1728876-9203,2024-05-15,S0112,South,Dallas,Online,VendorA,1728876,3,Cash,V00044,SKU-V00044-ADFN,Beverages,3,0,0,1.3,0,Sparkling Water,Energy,Bottle,500,62,6,0,0,4.34,2.45,8,1,4.34,13.02,7.35,5.67
T1498508-9204,2024-06-25,S0032,West,Phoenix,Pickup,NationalSupply,1498508,4,Credit,V00084,SKU-V00084-U9LC,Beverages,2,0,0,21.5,0,Sparkling Water,Coffee,Bottle,330,44,51,0,0,6.41,3.94,9,1,6.41,12.82,7.88,4.94
T1297953-9205,2024-03-05,S0059,South,Orlando,Pickup,RegionalFoods,1297953,7,Credit,V00219,SKU-V00219-MQNQ,Beverages,1,0,0,2.1,0,Sparkling Water,Juice,Bottle,500,63,14,0,0,1.43,1.0,6,0,1.43,1.43,1.0,0.43
T1657817-9206,2024-04-07,S0110,East, BOSTON ,InStore,VendorB,1657817,3,Cash,V00032,SKU-V00032-TAJT,Beverages,1,0,0,3.9,1,Ginger Ale,Water,Can,330,72,8,0,0,7.02,5.11,20,0,7.02,7.02,5.11,1.91
T1946360-9207,2024-09-30,S0030,South,Dallas,InStore,RegionalFoods,1946360,8,Credit,V00144,SKU-V00144-4DHV,Beverages,5,0,0,12.5,0,Kombucha,Sports,Carton,1500,20,33,0,0,7.84,5.77,19,0,7.84,39.2,28.85,10.35
T1015002-9208,2024-01-06,S0046,West,Los Angeles,InStore,LocalCoop,1015002,9,Debit,V00218,SKU-V00218-WSJR,Beverages,1,0,0,2.5,1,Cold Brew,Juice,Bottle,2000,14,40,0,0,5.27,2.7,8,0,5.27,5.27,2.7,2.57
T1996364-9209,2024-06-11,S0029,North,Columbus,InStore,LocalCoop,1996364,6,Cash,V00259,SKU-V00259-KWV8,Beverages,6,1,5,10.8,0,Juice,Juice,Carton,250,36,30,0,0,8.25,6.09,19,0,7.84,47.04,36.54,10.5
T1118462-9210,2024-12-21,S0051,Central,Denver,Online,VendorD,1118462,7,Cash,V00182,SKU-V00182-58Z3,Beverages,2,0,0,14.5,1,Sports Drink,Tea,Can,500,47,27,0,0,7.43,3.97,23,0,7.43,14.86,7.94,6.92
T1609371-9211,2024-04-19,S0041,North,Minneapolis,Pickup,RegionalFoods,1609371,9,Cash,V00251,SKU-V00251-7QTW,Beverages,3,1,5,25.3,0,Kombucha,Water,Bottle,355,0,17,0,0,4.94,3.67,18,0,4.69,14.07,11.01,3.06
T1458783-9212,2024-07-15,S0081,South,Charlotte,InStore,VendorB,1458783,7,Cash,V00255,SKU-V00255-O1GY,Beverages,2,1,5,10.3,0,Latte Bottle,Juice,Bottle,1000,115,34,0,0,4.97,2.64,14,1,4.72,9.44,5.28,4.16
T1550624-9213,2024-09-28,S0068,North,Milwaukee,InStore,VendorD,1550624,9,Credit,V00082,SKU-V00082-Y838,Beverages,4,0,0,-4.4,1,Lemonade,Functional,Bottle,1000,30,11,0,0,2.75,1.78,20,0,2.75,11.0,7.12,3.88
T1135057-9214,2024-05-02,S0091,North,Chicago,InStore,VendorD,1135057,4,Cash,V00138,SKU-V00138-WAL1,Beverages,1,0,0,2.6,0,Cola,Soda,Can,473,145,19,0,0,6.5,4.81,13,0,6.5,6.5,4.81,1.69
T1986089-9215,2024-01-11,S0116,West,Los Angeles,InStore,VendorD,1986089,6,Debit,V00168,SKU-V00168-9854,Beverages,4,0,0,8.2,0,Energy Drink,Juice,Bottle,2000,22,42,0,0,5.56,3.92,13,0,5.56,22.24,15.68,6.56
T1627035-9216,2024-12-26,S0063,North,Minneapolis,Pickup,RegionalFoods,1627035,10,MobilePay,V00105,SKU-V00105-307Q,Beverages,3,0,0,7.3,0,Iced Tea,Functional,Carton,355,60,0,1,0,1.34,0.84,12,0,1.34,4.02,2.52,1.5
T1489255-9217,2024-04-08,S0076,North,Milwaukee,InStore,VendorB,1489255,6,Debit,V00085,SKU-V00085-KNPH,Beverages,4,0,0,15.8,0,Lemonade,Coffee,Bottle,2000,117,34,0,0,4.06,2.91,23,0,4.06,16.24,11.64,4.6
T1211408-9218,2024-04-08,S0035,South,Orlando,InStore,VendorB,1211408,7,Credit,V00217,SKU-V00217-HB04,Beverages,4,1,30,13.9,0,Cola,Tea,Bottle,591,86,20,0,0,6.55,4.94,18,0,4.58,18.32,19.76,-1.44
T1190992-9219,2024-06-24,S0038,West,Los Angeles,Online,VendorC,1190992,9,Credit,V00210,SKU-V00210-XFOL,Beverages,3,0,0,8.5,0,Juice,Tea,Multi-pack,500,0,37,0,0,4.98,3.07,10,0,4.98,14.94,9.21,5.73
T1865452-9220,2024-02-20,S0038,North,Columbus,Pickup,NationalSupply,1865452,6,Debit,V00051,SKU-V00051-LIU0,Beverages,2,0,0,16.6,0,Latte Bottle,Sports,Multi-pack,500,16,7,0,0,8.11,5.19,9,0,8.11,16.22,10.38,5.84
T1073092-9221,2024-10-23,S0103,North,Minneapolis,InStore,RegionalFoods,1073092,14,Cash,V00127,SKU-V00127-YUHU,Beverages,2,0,0,8.0,0,Iced Tea,Soda,Bottle,330,0,0,1,0,6.24,4.65,17,0,6.24,12.48,9.3,3.18
T1909834-9222,2024-04-15,S0010,South,Dallas,InStore,VendorD,1909834,10,GiftCard,V00135,SKU-V00135-VN1H,Beverages,2,0,0,9.8,0,Orange Soda,Juice,Bottle,330,0,4,0,0,5.82,4.52,14,0,5.82,11.64,9.04,2.6
T1568697-9223,2024-02-24,S0084,Central,Denver,InStore,LocalCoop,1568697,3,Credit,V00170,SKU-V00170-J1EN,Beverages,3,0,0,19.7,1,Tonic Water,Juice,Bottle,500,16,14,0,0,6.74,4.94,20,0,6.74,20.22,14.82,5.4
T1549061-9224,2024-03-05,S0043,North,Milwaukee,InStore,RegionalFoods,1549061,4,MobilePay,V00145,SKU-V00145-QOC7,Beverages,4,0,0,16.4,0,Energy Drink,Sports,Multi-pack,500,159,23,0,1,2.36,1.76,15,0,2.36,9.44,7.04,2.4
T1913289-9225,2024-07-04,S0101,Central,Denver,InStore,VendorD,1913289,4,Debit,V00075,SKU-V00075-P90V,Beverages,8,1,10,20.0,0,Orange Soda,Water,Bottle,250,0,30,0,0,6.1,4.42,22,2,5.49,43.92,35.36,8.56
T1430589-9226,2024-11-06,S0114,North,Milwaukee,InStore,RegionalFoods,1430589,5,Credit,V00096,SKU-V00096-I21F,Beverages,1,0,0,7.4,0,Cola,Sports,Carton,750,0,28,0,0,1.19,0.88,17,0,1.19,1.19,0.88,0.31
T1919796-9227,2024-05-07,S0026,South,Orlando,InStore,RegionalFoods,1919796,6,Debit,V00213,SKU-V00213-XS6O,Beverages,3,0,0,1.3,0,Ginger Ale,Soda,Multi-pack,750,120,25,0,0,1.73,1.34,16,0,1.73,5.19,4.02,1.17
T1895076-9228,2024-06-17,S0020,North,Minneapolis,InStore,RegionalFoods,1895076,6,Cash,V00147,SKU-V00238-EMVO,Beverages,4,0,0,3.1,0,Sparkling Water,Juice,Bottle,355,127,0,1,0,3.84,2.49,18,0,3.84,15.36,9.96,5.4
T1747897-9229,2024-02-06,S0067,East,Boston,Online,VendorC,1747897,5,Credit,V00240,SKU-V00240-HM2Y,Beverages,2,0,0,21.4,0,Juice,Water,Bottle,355,51,8,0,0,6.15,3.21,23,0,6.15,12.3,6.42,5.88
T1950908-9230,2024-12-03,S0006,East,New York,Pickup,LocalCoop,1950908,7,Credit,V00070,SKU-V00070-BJ8Y,Beverages,1,0,0,14.2,0,Sparkling Water,Water,Bottle,500,29,32,0,0,1.19,0.65,9,0,1.19,1.19,0.65,0.54
T1368631-9231,2024-09-24,S0026,South,Charlotte,Online,RegionalFoods,1368631,9,MobilePay,V00093,SKU-V00093-W44Z,Beverages,4,0,0,17.1,0,Ginger Ale,Water,Can,500,119,4,0,0,8.12,5.43,14,0,8.12,32.48,21.72,10.76
T1179948-9232,2024-06-18,S0060,North,Milwaukee,InStore,VendorA,1179948,11,Credit,V00123,SKU-V00123-H3HD,Beverages,3,0,0,-1.2,0,Iced Tea,Water,Bottle,500,86,29,0,0,2.15,1.47,14,0,2.15,6.45,4.41,2.04
T1396309-9233,2024-07-19,S0109,North,Columbus,Online,RegionalFoods,1396309,11,Debit,V00038,SKU-V00038-O25Q,Beverages,4,0,0,21.0,0,Sports Drink,Functional,Bottle,500,73,30,0,0,0.93,0.7,10,0,0.93,3.72,2.8,0.92
T1246611-9234,2024-04-28,S0033,East,New York,InStore,LocalCoop,1246611,10,Credit,V00124,SKU-V00124-9URE,Beverages,5,0,0,13.6,1,Iced Tea,Energy,Can,330,45,0,1,0,8.25,6.17,20,0,8.25,41.25,30.85,10.4
T1481472-9235,2024-03-14,S0047,Central,St. Louis,InStore,VendorD,1481472,7,Credit,V00143,SKU-V00143-VAME,Beverages,2,0,0,14.6,0,Iced Tea,Soda,Bottle,355,85,7,0,0,7.72,4.68,14,0,7.72,15.44,9.36,6.08
T1413740-9236,2024-10-10,S0053,West,Phoenix,InStore,VendorC,1413740,11,Credit,V00089,SKU-V00089-KOZ9,Beverages,4,0,0,1.8,0,Lemonade,Energy,Bottle,591,86,26,0,0,1.81,1.37,19,0,1.81,7.24,5.48,1.76
T1004541-9237,2024-01-03,S0107,South,Charlotte,InStore,VendorD,1004541,8,Credit,V00043,SKU-V00043-D092,Beverages,7,0,0,5.3,0,Still Water,Soda,Can,250,21,1,0,0,6.17,3.33,28,0,6.17,43.19,23.31,19.88
T1100393-9238,2024-01-26,S0049,South,Atlanta,InStore,RegionalFoods,1100393,8,Debit,V00167,SKU-V00167-ADQK,Beverages,2,0,0,19.1,0,Still Water,Sports,Bottle,250,25,2,0,0,2.18,1.16,7,0,2.18,4.36,2.32,2.04
T1485974-9239,2024-10-23,S0119,West,Las Vegas,InStore,NationalSupply,1485974,3,Debit,V00189,SKU-V00189-JRG5,Beverages,4,0,0,14.0,0,Ginger Ale,Energy,Bottle,750,0,0,1,0,5.65,3.94,11,0,5.65,22.6,15.76,6.84
T1413046-9240,2024-02-02,S0069,South,Charlotte,InStore,NationalSupply,1413046,8,GiftCard,V00037,SKU-V00070-BJ8Y,Beverages,1,0,0,20.5,0,Still Water,Soda,Bottle,591,0,16,0,0,7.88,4.79,10,0,7.88,7.88,4.79,3.09
T1621793-9241,2024-12-07,S0111,South,Dallas,Delivery,VendorA,1621793,7,Credit,V00174,SKU-V00174-1DW3,Beverages,3,0,0,11.1,1,Tonic Water,Energy,Bottle,330,80,0,1,0,4.72,3.24,9,0,4.72,14.16,9.72,4.44
T1027301-9242,2024-03-27,S0050,South,Dallas,InStore,VendorA,1027301,9,Credit,V00173,SKU-V00173-LPJI,Beverages,3,0,0,7.7,0,Juice,Tea,Bottle,250,10,14,0,0,8.14,4.19,19,0,8.14,24.42,12.57,11.85
T1572215-9243,2024-07-06,S0011,East,Philadelphia,InStore,VendorD,1572215,9,Credit,V00018,SKU-V00018-B1WB,Beverages,4,0,0,4.7,1,Orange Soda,Water,Bottle,500,0,0,1,0,6.44,4.79,16,0,6.44,25.76,19.16,6.6
T1253046-9244,2024-09-27,S0015,West,San Diego,InStore,VendorB,1253046,10,GiftCard,V00047,SKU-V00047-6OLZ,Beverages,4,1,10,6.1,0,Juice,Coffee,Can,355,79,24,0,0,4.25,3.12,17,0,3.82,15.28,12.48,2.8
T1173586-9245,2024-05-21,S0074,South,Atlanta,Pickup,RegionalFoods,1173586,4,Cash,V00052,SKU-V00052-JUNT,Beverages,3,1,5,10.1,0,Orange Soda,Water,Multi-pack,250,70,0,1,0,1.13,0.58,11,0,1.07,3.21,1.74,1.47
T1148550-9246,2024-08-06,S0108,East,Baltimore,Pickup,VendorC,1148550,6,Debit,V00168,SKU-V00168-9854,Beverages,2,0,0,20.1,0,Kombucha,Energy,Carton,1500,83,18,0,0,10.94,7.58,20,0,10.94,21.88,15.16,6.72
T1544719-9247,2024-02-03,S0088,South,Dallas,Online,VendorC,1544719,3,Credit,V00141,SKU-V00141-FEOM,Beverages,3,0,0,-0.4,1,Cold Brew,Water,Can,1500,1,0,1,0,7.01,5.31,15,0,7.01,21.03,15.93,5.1
T1249296-9248,2024-02-10,S0073,North,Minneapolis,Delivery,LocalCoop,1249296,4,Debit,V00244,SKU-V00244-Y08K,Beverages,3,0,0,36.8,1,Iced Tea,Water,Bottle,591,53,43,0,0,3.35,2.41,18,0,3.35,10.05,7.23,2.82
T1257548-9249,2024-10-29,S0078,South,Orlando,Online,LocalCoop,1257548,4,Debit,V00158,SKU-V00158-3UJN,Beverages,1,0,0,10.4,0,Kombucha,Water,Carton,1000,153,8,0,0,7.8,5.99,13,0,7.8,7.8,5.99,1.81
T1953697-9250,2024-10-04,S0107,South,Houston,InStore,VendorD,1953697,5,MobilePay,V00156,SKU-V00156-WMSQ,Beverages,4,0,0,20.8,0,Sports Drink,Soda,Bottle,500,21,31,0,0,6.34,4.87,17,0,6.34,25.36,19.48,5.88
T1421488-9251,2024-04-27,S0071,North,Chicago,InStore,VendorD,1421488,7,Credit,V00172,SKU-V00172-X1L2,Beverages,3,1,25,7.0,1,Lemonade,Coffee,Can,330,31,54,0,0,1.76,1.12,13,0,1.32,3.96,3.36,0.6
T1991195-9252,2024-08-23,S0017,North,Milwaukee,Pickup,NationalSupply,1991195,7,Credit,V00084,SKU-V00084-U9LC,Beverages,3,1,5,12.9,0,Cola,Water,Can,2000,73,15,0,0,7.95,5.25,15,0,7.55,22.65,15.75,6.9
T1743575-9253,2024-01-11,S0087,North,Columbus,InStore,VendorB,1743575,7,MobilePay,V00098,SKU-V00098-FFLK,Beverages,1,1,10,8.6,0,Orange Soda,Soda,Bottle,355,48,9,0,0,5.48,4.12,12,0,4.93,4.93,4.12,0.81
T1465941-9254,2024-06-07,S0017,South,Houston,Delivery,VendorC,1465941,7,Credit,V00190,SKU-V00190-YTR8,Beverages,1,1,5,18.7,0,Still Water,Energy,Can,500,86,0,1,0,8.9,6.0,10,0,8.46,8.46,6.0,2.46
