transaction_id,date,store_id,region,city,channel,vendor,basket_id,basket_size,payment_type,product_id,sku,category,quantity,promo_flag,promo_discount_pct,temp_c,is_weekend,product_name,flavor,pack_size,unit_price,unit_cost,is_gluten_free,is_artisan,bake_type,shelf_life_days,calories_per_unit,inventory_received_qty,wastage_qty,net_unit_price,sales,cogs,margin
T1553746-8567,2024-06-26,S0077,South,Atlanta,InStore,VendorB,1553746,11,Credit,B00100,SKU-B00100-C317,Bakery,4,0,0,-6.2,0,Bagel,Cheese,1,10.88,8.1,0,0,In-store baked,2,258,11,0,10.88,43.52,32.4,11.12
T1196716-8568,2024-02-25,S0071,South,Orlando,InStore,VendorB,1196716,12,Credit,B00085,SKU-B00085-A7VY,Bakery,4,1,30,19.1,1,Focaccia,Pumpkin,1,2.42,1.68,0,0,Vendor baked,4,336,15,0,1.69,6.76,6.72,0.04
T1761161-8569,2024-10-30,S0016,South,Houston,Pickup,VendorA,1761161,5,Credit,B00132,SKU-B00132-8YAL,Bakery,6,0,0,8.9,0,Tortilla Pack,Vanilla,1,4.25,3.1,0,0,Vendor baked,3,193,11,1,4.25,25.5,18.6,6.9
T1746238-8570,2024-08-23,S0020,North, milwaukee ,InStore,LocalCoop,1746238,5,Credit,B00193,SKU-B00193-FP0Y,Bakery,2,0,0,-3.9,0,Baguette,Strawberry,8,8.46,5.82,0,0,In-store baked,5,322,2,0,8.46,16.92,11.64,5.28
T1606720-8571,2024-02-18,S0045,South,Dallas,InStore,VendorD,1606720,9,Credit,B00016,SKU-B00016-PR71,Bakery,4,0,0,15.0,1,Tortilla Pack,Chocolate,1,3.73,2.56,0,0,Vendor baked,7,286,13,0,3.73,14.92,10.24,4.68
T1696214-8572,2024-04-18,S0067,Central,Cleveland,Online,LocalCoop,1696214,14,Credit,B00135,SKU-B00135-0C4E,Bakery,2,1,25,25.9,0,Pita,Lemon,1,4.04,2.3,0,0,In-store baked,4,132,13,0,3.03,6.06,4.6,1.46
T1070318-8573,2024-07-24,S0064,West,Las Vegas,InStore,LocalCoop,1070318,9,Credit,B00125,SKU-B00125-VB8T,Bakery,1,0,0,32.2,0,Tortilla Pack,Cinnamon,4,8.0,5.98,0,0,In-store baked,5,350,9,0,8.0,8.0,5.98,2.02
T1995164-8574,2024-01-25,S0091,North,Detroit,Online,NationalSupply,1995164,5,Debit,B00063,SKU-B00063-JNHY,Bakery,1,0,0,1.3,0,Cake Slice,Strawberry,1,,1.67,0,0,In-store baked,7,290,4,0,2.66,2.66,1.67,0.99
T1007810-8575,2024-04-30,S0079,Central,Denver,InStore,VendorD,1007810,6,Credit,B00210,SKU-B00210-IEUL,Bakery,5,1,25,11.9,0,Sourdough Loaf,Plain,4,9.39,7.02,0,1,Vendor baked,2,282,13,0,7.04,35.2,35.1,0.1
T1278435-8576,2024-08-08,S0010,West,Las Vegas,InStore,LocalCoop,1278435,6,Credit,B00155,SKU-B00155-5CQD,Bakery,4,0,0,29.1,0,Cake Slice,Raspberry,1,3.56,2.14,0,1,In-store baked,1,84,12,1,3.56,14.24,8.56,5.68
T1125161-8577,2024-02-05,S0064,South,Houston,InStore,VendorA,1125161,5,Credit,B00138,SKU-B00138-QBBA,Bakery,6,1,5,11.9,0,Focaccia,Cheese,1,5.66,4.37,0,0,In-store baked,7,336,11,0,5.38,32.28,26.22,6.06
T1100266-8578,2024-08-02,S0050,South,Charlotte,InStore,VendorB,1100266,8,Credit,B00041,SKU-B00041-CKDC,Bakery,6,0,0,9.3,0,Cinnamon Roll,Raspberry,6,4.27,2.92,1,0,In-store baked,5,356,13,0,4.27,25.62,17.52,8.1
T1213961-8579,2024-03-12,S0108,South,Dallas,InStore,NationalSupply,1213961,10,Cash,B00049,SKU-B00090-FKEC,Bakery,3,1,10,-1.8,0,Cinnamon Roll,Cinnamon,2,6.36,4.67,0,0,In-store baked,5,309,12,0,5.72,17.16,14.01,3.15
T1379590-8580,2024-10-29,S0101,Central,Denver,Delivery,VendorB,1379590,11,Debit,B00071,SKU-B00071-KPN2,Bakery,4,0,0,26.9,0,Brownie,Plain,4,5.25,3.41,0,0,In-store baked,2,304,12,0,5.25,21.0,13.64,7.36
T1233041-8581,2024-10-07,S0074,South,Orlando,Online,NationalSupply,1233041,3,Cash,B00199,SKU-B00199-KMCI,Bakery,4,1,10,1.6,0,Bagel,Cheese,8,6.68,4.02,0,0,Vendor baked,3,393,15,0,6.01,24.04,16.08,7.96
T1403293-8582,2024-05-25,S0031,South,Atlanta,InStore,VendorA,1403293,10,Credit,B00141,SKU-B00141-GM5Y,Bakery,6,0,0,1.4,1,Sandwich Bread,Blueberry,1,9.95,6.95,0,0,Vendor baked,2,263,16,1,9.95,59.7,41.7,18.0
T1560924-8583,2024-05-17,S0104,West,Las Vegas,InStore,VendorC,1560924,8,Debit,B00216,SKU-B00216-5P9W,Bakery,2,0,0,18.2,0,Cupcake,Chocolate,1,6.63,4.62,0,1,Vendor baked,2,137,9,0,6.63,13.26,9.24,4.02
T1982176-8584,2024-03-09,S0011,South,Orlando,InStore,VendorB,1982176,5,Credit,B00175,SKU-B00175-HZB1,Bakery,1,0,0,5.8,1,Croissant,Plain,1,10.47,7.14,0,0,In-store baked,4,296,11,2,10.47,10.47,7.14,3.33
T1066818-8585,2024-09-09,S0012,South,Atlanta,Pickup,VendorA,1066818,7,Credit,B00110,SKU-B00110-HH70,Bakery,3,0,0,13.3,0,Cupcake,Almond,1,11.62,7.89,0,0,In-store baked,3,195,5,0,11.62,34.86,23.67,11.19
T1491562-8586,2024-05-28,S0067,West,San Jose,InStore,RegionalFoods,1491562,7,Cash,B00178,SKU-B00178-YD1E,Bakery,3,0,0,3.5,0,Muffin,Almond,6,9.49,5.35,0,0,In-store baked,3,245,11,0,9.49,28.47,16.05,12.42
T1105496-8587,2024-08-25,S0033,North,Columbus,InStore,VendorB,1105496,8,Credit,B00016,SKU-B00016-PR71,Bakery,6,0,0,25.5,1,Donut,Pumpkin,2,4.79,3.38,0,0,In-store baked,5,434,20,0,4.79,28.74,20.28,8.46
T1103901-8588,2024-04-30,S0110,North,Chicago,InStore,NationalSupply,1103901,8,Credit,B00092,SKU-B00092-QS8B,Bakery,2,0,0,14.6,0,Cookies,Vanilla,1,4.39,2.95,0,0,In-store baked,7,262,11,0,4.39,8.78,5.9,2.88
T1365035-8589,2024-08-14,S0109,West,Phoenix,Pickup,NationalSupply,1365035,7,Debit,B00089,SKU-B00089-U6QH,Bakery,3,0,0,12.9,0,Sourdough Loaf,Almond,1,4.45,3.4,0,0,In-store baked,6,346,10,0,4.45,13.35,10.2,3.15
T1320751-8590,2024-07-31,S0092,Central,Kansas City,Online,RegionalFoods,1320751,13,Debit,B00080,SKU-B00080-4HU7,Bakery,1,1,15,24.3,0,Cupcake,Raspberry,4,4.47,2.76,0,0,In-store baked,7,150,10,0,3.8,3.8,2.76,1.04
T1358744-8591,2024-03-06,S0113,West,Las Vegas,InStore,VendorC,1358744,7,Cash,B00176,SKU-B00176-2ZXE,Bakery,3,0,0,12.7,0,Brownie,Lemon,8,7.74,5.52,0,0,Vendor baked,4,216,10,0,7.74,23.22,16.56,6.66
T1638535-8592,2024-03-17,S0072,Central,Nashville,InStore,VendorB,1638535,8,Credit,B00112,SKU-B00112-IM3B,Bakery,1,0,0,7.8,1,Sourdough Loaf,Almond,8,1.24,0.75,0,0,Vendor baked,7,227,9,1,1.24,1.24,0.75,0.49
T1699155-8593,2024-06-09,S0100,North,Milwaukee,InStore,NationalSupply,1699155,9,Credit,B00214,SKU-B00214-CP7C,Bakery,1,0,0,29.2,1,Sandwich Bread,Almond,8,8.85,7.03,0,0,In-store baked,4,321,12,1,8.85,8.85,7.03,1.82
T1911616-8594,2024-03-27,S0040,South,Dallas,Online,NationalSupply,1911616,5,Cash,B00205,SKU-B00205-CLKY,Bakery,3,0,0,21.8,0,Bagel,Chocolate,1,3.57,1.98,0,0,In-store baked,5,185,11,0,3.57,10.71,5.94,4.77
T1985184-8595,2024-07-02,S0030,East,Boston,Pickup,VendorD,1985184,6,Credit,B00122,SKU-B00122-JJFT,Bakery,2,0,0,5.6,0,Cake Slice,Plain,1,6.35,4.56,0,0,In-store baked,7,145,12,1,6.35,12.7,9.12,3.58
T1002714-8596,2024-11-29,S0002,South,Charlotte,InStore,NationalSupply,1002714,4,Credit,B00118,SKU-B00118-XJKK,Bakery,4,1,15,-3.0,0,Donut,Blueberry,1,10.64,7.97,0,1,In-store baked,3,378,18,2,9.04,36.16,31.88,4.28
T1368831-8597,2024-01-11,S0053,North,Chicago,Delivery,LocalCoop,1368831,9,Credit,B00056,SKU-B00056-IMMV,Bakery,3,0,0,2.8,0,Sandwich Bread,Lemon,8,9.78,6.55,0,0,In-store baked,3,170,10,1,9.78,29.34,19.65,9.69
T1704448-8598,2024-11-01,S0071,North,Chicago,InStore,VendorD,1704448,6,Credit,B00208,SKU-B00208-MY9Y,Bakery,3,0,0,2.9,0,Brownie,Chocolate,1,4.39,3.35,0,0,In-store baked,3,268,12,0,4.39,13.17,10.05,3.12
T1853908-8599,2024-02-24,S0043,South,Atlanta,InStore,VendorA,1853908,12,Debit,B00001,SKU-B00001-RCH2,Bakery,3,0,0,9.5,1,Cake Slice,Chocolate,1,8.69,6.65,1,0,Vendor baked,6,193,11,1,8.69,26.07,19.95,6.12
T1164392-8600,2024-04-03,S0022,South,Atlanta,InStore,VendorD,1164392,7,Credit,B00187,SKU-B00187-NNU1,Bakery,2,0,0,21.7,0,Sandwich Bread,Almond,1,11.5,7.7,0,0,In-store baked,3,175,11,0,11.5,23.0,15.4,7.6
T1178671-8601,2024-04-09,S0104,North,Minneapolis,Delivery,VendorD,1178671,6,Debit,B00182,SKU-B00182-0AP0,Bakery,1,0,0,9.4,0,Pita,Cinnamon,12,6.3,4.71,0,0,In-store baked,6,368,9,0,6.3,6.3,4.71,1.59
T1809460-8602,2024-01-01,S0098,East,New York,Pickup,LocalCoop,1809460,9,Debit,B00097,SKU-B00097-VUM6,Bakery,4,0,0,18.0,0,Sandwich Bread,Maple,4,10.63,6.73,0,1,In-store baked,3,293,12,1,10.63,42.52,26.92,15.6
T1450729-8603,2024-12-13,S0097,North,Columbus,InStore,VendorD,1450729,9,MobilePay,B00145,SKU-B00145-XCWP,Bakery,2,1,20,18.1,0,Tortilla Pack,Cinnamon,2,12.34,8.67,0,1,In-store baked,1,171,6,0,9.87,19.74,17.34,2.4
T1521050-8604,2024-06-22,S0072,South,Houston,Delivery, vendord ,1521050,8,Credit,B00194,SKU-B00125-VB8T,Bakery,4,1,30,7.6,1,Pita,Almond,1,5.18,3.55,0,0,Vendor baked,2,284,14,1,3.63,14.52,14.2,0.32
T1056930-8605,2024-07-04,S0018,Central,St. Louis,Online,VendorB,1056930,5,Credit,B00042,SKU-B00042-GHKV,Bakery,4,0,0,16.0,0,Muffin,Raspberry,1,11.49,7.72,0,0,In-store baked,4,268,9,0,11.49,45.96,30.88,15.08
T1185899-8606,2024-10-31,S0010,North,Columbus,InStore,NationalSupply,1185899,5,Debit,B00056,SKU-B00056-IMMV,Bakery,4,0,0,21.2,0,Sandwich Bread,Plain,4,11.61,8.61,0,0,In-store baked,4,60,12,2,11.61,46.44,34.44,12.0
T1356252-8607,2024-07-22,S0020,Central,Kansas City,Online,VendorB,1356252,2,Credit,B00043,SKU-B00043-WA4Q,Bakery,2,1,5,3.1,0,Bagel,Pumpkin,12,6.36,4.27,0,0,In-store baked,2,334,10,1,6.04,12.08,8.54,3.54
T1828997-8608,2024-08-03,S0029,East,Pittsburgh,Delivery,VendorD,1828997,5,Credit,B00179,SKU-B00179-BOK6,Bakery,3,1,20,4.9,1,Tortilla Pack,Chocolate,8,12.15,7.96,0,0,Vendor baked,3,132,16,1,9.72,29.16,23.88,5.28
T1552711-8609,2024-01-05,S0078,West,Las Vegas,InStore,VendorB,1552711,9,GiftCard,B00034,SKU-B00034-Y8FY,Bakery,4,0,0,23.0,0,Cookies,Lemon,4,10.15,7.54,0,0,Vendor baked,7,346,13,0,10.15,40.6,30.16,10.44
T1561733-8610,2024-08-01,S0018,Central,Cleveland,InStore,RegionalFoods,1561733,2,Credit,B00035,SKU-B00085-A7VY,Bakery,3,0,0,11.2,0,Brioche,Vanilla,1,7.56,4.61,0,0,In-store baked,3,380,11,1,7.56,22.68,13.83,8.85
T1628988-8611,2024-08-02,S0108,North,Detroit,InStore,VendorA,1628988,9,GiftCard,B00070,SKU-B00070-G7ZC,Bakery,2,0,0,11.4,0,Brioche,Lemon,2,8.03,5.72,0,1,Vendor baked,1,275,8,1,8.03,16.06,11.44,4.62
T1777119-8612,2024-04-29,S0064,East,Philadelphia,InStore,VendorB,1777119,5,Credit,B00207,SKU-B00207-526S,Bakery,4,1,10,5.5,0,Pita,Plain,8,10.33,7.09,0,1,In-store baked,3,223,7,0,9.3,37.2,28.36,8.84
T1850140-8613,2024-10-09,S0104,South,Dallas,InStore,VendorA,1850140,11,Cash,B00027,SKU-B00027-CVOU,Bakery,4,0,0,8.5,0,Cookies,Cinnamon,8,12.24,7.41,0,1,In-store baked,2,251,8,0,12.24,48.96,29.64,19.32
T1526859-8614,2024-07-26,S0095,West, los angeles ,InStore,VendorD,1526859,9,Credit,B00013,SKU-B00013-P6SP,Bakery,3,0,0,17.4,0,Donut,Plain,4,9.33,5.31,0,0,In-store baked,3,161,5,0,9.33,27.99,15.93,12.06
T1935155-8615,2024-04-07,S0023,West,San Jose,Online,NationalSupply,1935155,10,Credit,B00106,SKU-B00106-6WA4,Bakery,3,0,0,1.5,1,Croissant,Vanilla,12,11.23,6.47,0,1,Vendor baked,1,215,11,2,11.23,33.69,19.41,14.28
T1173727-8616,2024-06-03,S0074,West,Los Angeles,Pickup,RegionalFoods,1173727,3,Credit,B00204,SKU-B00204-LIMK,Bakery,2,0,0,13.0,0,Croissant,Cheese,12,3.02,2.3,0,0,Vendor baked,2,237,7,0,3.02,6.04,4.6,1.44
T1864460-8617,2024-10-25,S0108,South,Orlando,Online,VendorA,1864460,12,Credit,B00190,SKU-B00190-SE6E,Bakery,4,1,5,8.6,0,Muffin,Raspberry,8,5.47,3.18,0,1,In-store baked,1,355,10,0,5.2,20.8,12.72,8.08
T1421407-8618,2024-05-14,S0108,Central,Kansas City,Online,VendorB,1421407,3,Credit,B00215,SKU-B00215-O0Q4,Bakery,6,1,30,3.6,0,Pita,Blueberry,6,7.43,4.29,0,0,Vendor baked,2,388,12,0,5.2,31.2,25.74,5.46
T1343912-8619,2024-11-13,S0013,West,Phoenix,InStore,VendorA,1343912,5,Credit,B00159,SKU-B00159-LGV8,Bakery,2,1,20,12.6,0,Cookies,Lemon,2,5.91,4.18,0,0,In-store baked,2,233,9,0,4.73,9.46,8.36,1.1
T1253635-8620,2024-12-03,S0055,South,Dallas,Delivery,VendorD,1253635,4,Debit,B00175,SKU-B00175-HZB1,Bakery,3,0,0,14.4,0,Bagel,Maple,1,8.52,4.85,0,0,In-store baked,4,425,16,1,8.52,25.56,14.55,11.01
T1858796-8621,2024-06-18,S0023,Central,Nashville,InStore,VendorA,1858796,9,Credit,B00218,SKU-B00218-D9E9,Bakery,7,0,0,24.1,0,Brownie,Cheese,2,1.96,1.29,0,0,In-store baked,5,273,14,2,1.96,13.72,9.03,4.69
T1667174-8622,2024-06-24,S0064,South,Orlando,InStore, vendorc ,1667174,4,Credit,B00195,SKU-B00195-MO67,Bakery,2,0,0,15.2,0,Cookies,Maple,12,2.64,1.52,0,0,In-store baked,3,186,8,0,2.64,5.28,3.04,2.24
T1126542-8623,2024-08-09,S0120,South,Dallas,Online,RegionalFoods,1126542,12,Credit,B00078,SKU-B00078-4PHZ,Bakery,2,0,0,11.6,0,Pita,Pumpkin,4,12.4,7.7,0,0,Vendor baked,5,156,15,0,12.4,24.8,15.4,9.4
T1736976-8624,2024-10-07,S0040,Central,St. Louis,Online,VendorA,1736976,9,Cash,B00163,SKU-B00163-UCMQ,Bakery,6,0,0,31.5,0,Bagel,Cheese,2,11.01,8.01,0,0,In-store baked,2,227,14,1,11.01,66.06,48.06,18.0
T1778420-8625,2024-12-20,S0006,East,Pittsburgh,InStore,VendorA,1778420,9,Credit,B00009,SKU-B00009-85MW,Bakery,5,1,25,20.0,0,Brownie,Lemon,1,11.18,7.99,0,0,Vendor baked,6,394,14,1,8.38,41.9,39.95,1.95
T1664483-8626,2024-04-07,S0042,East,Pittsburgh,Online,RegionalFoods,1664483,8,GiftCard,B00021,SKU-B00021-9530,Bakery,5,1,10,24.5,1,Pita,Strawberry,12,1.53,1.15,0,0,Vendor baked,6,200,13,0,1.38,6.9,5.75,1.15
T1131352-8627,2024-04-11,S0108,South,Charlotte,InStore,VendorC,1131352,11,MobilePay,B00111,SKU-B00111-PDJ5,Bakery,6,0,0,1.9,0,Brioche,Maple,1,4.94,2.99,1,0,Vendor baked,7,365,12,0,4.94,29.64,17.94,11.7
T1360179-8628,2024-07-02,S0031,East,Baltimore,Delivery,NationalSupply,1360179,9,Credit,B00141,SKU-B00141-GM5Y,Bakery,3,0,0,15.1,0,Sandwich Bread,Vanilla,1,6.76,3.97,0,0,Vendor baked,6,251,10,0,6.76,20.28,11.91,8.37
T1036854-8629,2024-11-29,S0079,South,Dallas,InStore,LocalCoop,1036854,8,GiftCard,B00063,SKU-B00063-JNHY,Bakery,5,0,0,14.0,0,Focaccia,Cinnamon,12,5.7,3.39,0,1,In-store baked,3,218,16,0,5.7,28.5,16.95,11.55
T1834984-8630,2024-04-21,S0007,North,Milwaukee,Pickup,VendorD,1834984,6,Credit,B00036,SKU-B00036-T9RO,Bakery,5,1,10,17.5,1,Sandwich Bread,Cheese,1,5.69,3.97,0,0,In-store baked,4,314,11,2,5.12,25.6,19.85,5.75
T1595604-8631,2024-10-01,S0037,Central,Denver,InStore,VendorB,1595604,9,MobilePay,B00146,SKU-B00024-HPHZ,Bakery,3,0,0,-1.6,0,Muffin,Blueberry,1,1.86,1.2,0,0,In-store baked,5,239,8,0,1.86,5.58,3.6,1.98
T1453649-8632,2024-04-29,S0115,West,Los Angeles,InStore,RegionalFoods,1453649,6,Credit,B00022,SKU-B00022-7OKW,Bakery,2,0,0,28.3,0,Cupcake,Almond,6,3.38,2.07,0,0,Vendor baked,6,131,10,1,3.38,6.76,4.14,2.62
T1544124-8633,2024-07-11,S0120,East,Pittsburgh,InStore,VendorA,1544124,3,Credit,B00093,SKU-B00093-SEMF,Bakery,2,1,5,11.0,0,Bagel,Plain,6,9.3,6.47,0,0,Vendor baked,7,313,9,0,8.84,17.68,12.94,4.74
T1549023-8634,2024-03-02,S0020,North,Detroit,InStore,RegionalFoods,1549023,12,Credit,B00050,SKU-B00050-7KKL,Bakery,6,1,15,1.8,1,Tortilla Pack,Vanilla,2,10.31,7.12,0,0,Vendor baked,5,427,14,0,8.76,52.56,42.72,9.84
T1726330-8635,2024-11-06,S0067,South,Houston,Online,VendorD,1726330,12,Debit,B00023,SKU-B00023-62TJ,Bakery,3,0,0,16.7,0,Sandwich Bread,Chocolate,1,10.58,8.46,0,1,In-store baked,1,340,15,0,10.58,31.74,25.38,6.36
T1079641-8636,2024-11-05,S0084,West,Las Vegas,Online,VendorA,1079641,11,GiftCard,B00011,SKU-B00011-2GNS,Bakery,2,1,30,6.7,0,Cinnamon Roll,Maple,2,2.14,1.49,0,1,In-store baked,3,177,11,2,1.5,3.0,2.98,0.02
T1695814-8637,2024-11-24,S0005,East,Baltimore,Online,VendorB,1695814,2,Cash,B00199,SKU-B00199-KMCI,Bakery,4,0,0,14.1,1,Donut,Vanilla,6,4.56,3.43,0,1,In-store baked,3,367,11,2,4.56,18.24,13.72,4.52
T1590057-8638,2024-05-06,S0081,Central,St. Louis,Online,LocalCoop,1590057,7,MobilePay,B00170,SKU-B00170-DY49,Bakery,3,0,0,13.9,0,Cake Slice,Almond,6,2.48,1.71,0,0,In-store baked,3,263,11,1,2.48,7.44,5.13,2.31
T1639390-8639,2024-01-24,S0065,South,Dallas,Online,LocalCoop,1639390,7,Cash,B00020,SKU-B00020-G1YB,Bakery,2,0,0,9.1,0,Muffin,Plain,6,12.38,8.24,0,0,In-store baked,2,331,6,0,12.38,24.76,16.48,8.28
T1452037-8640,2024-01-11,S0071,West,Las Vegas,InStore,LocalCoop,1452037,3,Cash,B00028,SKU-B00186-F9W7,Bakery,3,0,0,10.8,0,Brownie,Pumpkin,4,4.28,3.2,0,0,In-store baked,6,142,11,0,4.28,12.84,9.6,3.24
T1819737-8641,2024-11-05,S0110,North,Chicago,InStore,VendorD,1819737,8,MobilePay,B00084,SKU-B00084-XK7E,Bakery,2,0,0,13.8,0,Brownie,Lemon,2,2.97,1.68,0,0,Vendor baked,4,289,6,0,2.97,5.94,3.36,2.58
T1512196-8642,2024-02-01,S0094,Central,Kansas City,InStore,LocalCoop,1512196,11,Debit,B00024,SKU-B00024-HPHZ,Bakery,2,1,10,12.8,0,Focaccia,Cinnamon,6,4.24,2.49,0,0,In-store baked,3,273,11,0,3.82,7.64,4.98,2.66
T1481404-8643,2024-05-03,S0042,Central,Kansas City,InStore,RegionalFoods,1481404,2,Debit,B00046,SKU-B00046-FE0M,Bakery,3,0,0,5.0,0,Cinnamon Roll,Almond,1,7.82,5.32,0,1,In-store baked,3,157,13,2,7.82,23.46,15.96,7.5
T1569791-8644,2024-07-25,S0009,South,Dallas,Pickup,VendorC,1569791,5,Debit,B00116,SKU-B00116-SNBX,Bakery,4,0,0,16.5,0,Bagel,Lemon,2,7.82,4.8,0,0,In-store baked,3,311,16,0,7.82,31.28,19.2,12.08
T1440256-8645,2024-08-17,S0034,East,Philadelphia,InStore,VendorA,1440256,7,Credit,B00134,SKU-B00134-LA7E,Bakery,4,0,0,-5.8,1,Sandwich Bread,Cinnamon,1,5.67,3.78,0,0,In-store baked,7,353,13,0,5.67,22.68,15.12,7.56
T1947330-8646,2024-03-03,S0109,South,Houston,InStore,VendorA,1947330,5,Cash,B00003,SKU-B00003-11S0,Bakery,3,0,0,4.1,1,Bagel,Raspberry,12,6.7,4.84,0,0,Vendor baked,5,262,12,0,6.7,20.1,14.52,5.58
T1175163-8647,2024-09-22,S0093,North,Milwaukee,InStore,RegionalFoods,1175163,6,Debit,B00079,SKU-B00079-NPH2,Bakery,4,0,0,-3.5,1,Focaccia,Chocolate,12,5.45,3.99,0,0,In-store baked,4,175,17,0,5.45,21.8,15.96,5.84
T1946585-8648,2024-12-02,S0007,South,Dallas,InStore,NationalSupply,1946585,6,Cash,B00090,SKU-B00090-FKEC,Bakery,5,0,0,23.2,0,Cupcake,Chocolate,1,10.09,7.78,0,0,In-store baked,5,370,12,1,10.09,50.45,38.9,11.55
T1111299-8649,2024-12-12,S0038,East,Philadelphia,InStore,VendorA,1111299,11,Cash,B00171,SKU-B00171-I2GS,Bakery,4,0,0,1.6,0,Cookies,Raspberry,6,11.56,7.56,0,0,In-store baked,2,425,11,0,11.56,46.24,30.24,16.0
T1324622-8650,2024-10-30,S0030,West,Phoenix,InStore,VendorA,1324622,11,Credit,B00084,SKU-B00084-XK7E,Bakery,2,0,0,-3.5,0,Brownie,Cheese,1,7.28,5.39,0,0,Vendor baked,6,320,11,0,7.28,14.56,10.78,3.78
T1207578-8651,2024-12-09,S0017,East,New York,Online,VendorC,1207578,4,Cash,B00213,SKU-B00213-6YPK,Bakery,2,0,0,1.1,0,Donut,Pumpkin,4,4.98,3.4,1,1,In-store baked,1,244,6,1,4.98,9.96,6.8,3.16
T1890027-8652,2024-11-18,S0001,North,Milwaukee,Online,NationalSupply,1890027,11,Debit,B00104,SKU-B00104-CR43,Bakery,2,1,5,12.0,0,Bagel,Vanilla,1,10.51,7.72,0,0,In-store baked,7,165,10,0,9.98,19.96,15.44,4.52
T1747092-8653,2024-02-18,S0088,Central,Denver,InStore,VendorA,1747092,9,Credit,B00037,SKU-B00003-11S0,Bakery,4,0,0,0.4,1,Bagel,Strawberry,1,3.79,2.48,0,0,Vendor baked,2,279,11,0,3.79,15.16,9.92,5.24
T1785196-8654,2024-06-28,S0052,South,Orlando,Pickup,LocalCoop,1785196,9,Credit,B00157,SKU-B00157-SM98,Bakery,4,0,0,21.7,0,Croissant,Strawberry,1,11.52,7.71,0,0,In-store baked,5,95,15,0,11.52,46.08,30.84,15.24
T1952712-8655,2024-02-13,S0059,North,Milwaukee,InStore,VendorC,1952712,5,Cash,B00171,SKU-B00171-I2GS,Bakery,4,1,15,21.2,0,Cookies,Maple,2,4.67,2.85,0,0,Vendor baked,3,307,9,0,3.97,15.88,11.4,4.48
T1034888-8656,2024-04-10,S0020,North,Chicago,InStore,LocalCoop,1034888,9,MobilePay,B00100,SKU-B00100-C317,Bakery,1,0,0,21.6,0,Muffin,Lemon,8,3.31,1.93,0,0,Vendor baked,3,257,9,0,3.31,3.31,1.93,1.38
T1936037-8657,2024-07-13,S0028,Central,Cleveland,InStore,LocalCoop,1936037,4,Debit,B00150,SKU-B00150-X4OP,Bakery,3,1,30,29.4,1,Baguette,Raspberry,6,9.98,7.8,0,0,In-store baked,3,175,13,0,6.99,20.97,23.4,-2.43
T1350260-8658,2024-03-22,S0081,West,San Jose,Online,VendorC,1350260,7,Cash,B00030,SKU-B00030-GYHV,Bakery,7,1,15,22.7,0,Focaccia,Cheese,12,5.35,3.73,0,1,Vendor baked,1,391,20,0,4.55,31.85,26.11,5.74
T1431156-8659,2024-10-01,S0038,South,Orlando,Delivery,LocalCoop,1431156,9,Debit,B00101,SKU-B00186-F9W7,Bakery,2,0,0,-1.9,0,Cake Slice,Plain,8,2.99,2.38,0,1,In-store baked,3,231,6,0,2.99,5.98,4.76,1.22
T1566022-8660,2024-08-11,S0029,South,Atlanta,InStore,VendorC,1566022,3,Credit,B00206,SKU-B00206-HAPX,Bakery,2,0,0,4.1,1,Cookies,Vanilla,8,12.16,7.4,0,1,In-store baked,3,300,8,1,12.16,24.32,14.8,9.52
T1494385-8661,2024-06-14,S0086,East,Baltimore,InStore,LocalCoop,1494385,10,Debit,B00061,SKU-B00061-2JDA,Bakery,3,1,5,21.0,0,Tortilla Pack,Strawberry,2,4.81,2.87,0,0,In-store baked,3,263,16,0,4.57,13.71,8.61,5.1
T1572468-8662,2024-10-22,S0017,South,Houston,Online,VendorA,1572468,7,Debit,B00134,SKU-B00134-LA7E,Bakery,5,0,0,29.9,0,Tortilla Pack,Pumpkin,1,6.01,4.39,0,1,Vendor baked,3,325,12,0,6.01,30.05,21.95,8.1
T1288943-8663,2024-05-05,S0002,North,Milwaukee,Pickup,VendorD,1288943,11,Cash,B00172,SKU-B00034-Y8FY,Bakery,3,0,0,27.8,1,Baguette,Almond,4,7.71,4.29,0,0,In-store baked,4,240,10,0,7.71,23.13,12.87,10.26
T1489587-8664,2024-01-17,S0117,South,Dallas,Online,LocalCoop,1489587,6,Debit,B00003,SKU-B00003-11S0,Bakery,2,0,0,20.0,0,Brioche,Plain,6,6.78,3.99,0,0,Vendor baked,6,268,12,0,6.78,13.56,7.98,5.58
T1345283-8665,2024-04-03,S0044,North,Columbus,InStore,VendorD,1345283,8,Credit,B00115,SKU-B00115-M57Z,Bakery,2,0,0,32.8,0,Cupcake,Lemon,6,8.26,4.88,0,0,In-store baked,3,214,6,0,8.26,16.52,9.76,6.76
T1426174-8666,2024-06-01,S0030,Central,Denver,Pickup,VendorA,1426174,8,Credit,B00001,SKU-B00001-RCH2,Bakery,2,0,0,0.7,1,Cake Slice,Vanilla,4,11.66,7.55,0,0,In-store baked,4,202,10,0,11.66,23.32,15.1,8.22
T1949235-8667,2024-05-24,S0113,South,Charlotte,Delivery,VendorC,1949235,5,Credit,B00201,SKU-B00201-TD5U,Bakery,1,1,20,16.1,0,Cake Slice,Pumpkin,8,6.42,,0,0,Vendor baked,5,323,9,0,5.14,5.14,4.68,0.46
