customer_id,age,gender,income,account_balance,credit_score,loan_amount,loan_duration,interest_rate,employment_status,education_level,marital_status,num_of_dependents,housing_status,years_with_bank,num_of_products,has_credit_card,has_personal_loan,has_mortgage,num_of_transactions,satisfaction_score
461,25,Female,116652,34243,571,40961,20,9.31,Unemployed,Master,Divorced,3,Mortgage,47,9,1,0,0,155,3.6
462,61,Male,119304,22800,501,42722,27,3.46,Employed,Bachelor,Divorced,4,Mortgage,3,9,1,1,1,216,2.27
463,61,Female,133942,76939,331,49723,6,9.92,Self-Employed,High School,Widowed,2,Own,1,7,0,1,1,155,2.41
464,22,Female,45426,58828,742,44976,27,9.39,Self-Employed,PhD,Divorced,3,Mortgage,26,9,1,0,1,161,6.75
465,56,Male,37772,8239,461,46210,9,12.3,Self-Employed,High School,Single,4,Rent,24,8,1,1,0,288,8.86
466,21,Male,123754,7710,553,49920,21,14.83,Self-Employed,Bachelor,Widowed,0,Own,49,5,1,0,1,149,4.69
467,23,Male,23712,22384,820,10468,13,5.26,Self-Employed,Master,Single,4,Own,35,9,0,1,0,160,2.53
468,62,Male,21367,22038,779,2962,25,8.63,Unemployed,High School,Married,2,Own,14,7,1,1,0,30,7.81
469,49,Female,126493,41846,309,9960,21,13.82,Self-Employed,Bachelor,Divorced,1,Own,3,5,0,1,1,263,8.49
470,69,Female,127317,88983,804,34283,26,12.21,Self-Employed,Bachelor,Married,1,Own,13,8,1,1,0,73,8.93
471,47,Male,135142,68821,735,9775,8,8.34,Self-Employed,High School,Single,4,Own,47,7,1,0,0,227,6.46
472,64,Female,111736,38991,410,29177,16,14.29,Self-Employed,PhD,Married,1,Own,14,9,0,1,0,81,8.75
473,52,Female,71924,80057,452,13769,13,2.74,Employed,High School,Married,4,Mortgage,21,1,1,1,0,171,1.14
474,57,Female,23726,7971,401,906,13,14.1,Self-Employed,PhD,Single,2,Rent,26,9,0,1,0,139,1.97
475,69,Female,109152,30139,490,7884,17,2.66,Self-Employed,Master,Single,1,Rent,3,7,0,0,1,78,1.83
476,33,Male,47723,86445,380,23053,23,9.11,Unemployed,PhD,Divorced,0,Mortgage,40,1,1,0,1,234,7.41
477,30,Male,146969,78067,788,24866,20,13.58,Employed,Master,Married,4,Mortgage,4,1,1,0,0,255,1.63
478,67,Female,123110,81257,387,44536,5,5.42,Unemployed,High School,Widowed,1,Own,36,5,0,0,0,77,5.47
479,59,Male,120494,85742,493,17869,22,8.14,Self-Employed,Master,Widowed,2,Own,43,8,0,1,1,116,5.25
480,47,Male,29108,38711,403,12295,21,6.22,Unemployed,Bachelor,Single,2,Mortgage,1,9,1,1,1,118,3.8
481,36,Male,97714,7530,395,4985,28,14.38,Unemployed,Master,Single,0,Own,40,6,1,1,1,112,8.83
482,34,Female,55643,12116,722,42169,17,12.71,Self-Employed,PhD,Married,2,Rent,47,8,1,0,0,150,2.53
483,36,Female,51324,66794,497,3118,28,11.22,Employed,PhD,Single,2,Rent,33,6,0,0,1,74,4.17
484,45,Female,123896,1282,300,30643,9,9.64,Employed,PhD,Widowed,1,Own,7,6,1,1,1,143,7.97
485,43,Male,103360,80473,706,29925,2,12.67,Unemployed,Master,Divorced,4,Own,11,4,0,1,0,208,1.27
486,54,Female,130896,2898,677,23173,25,7.1,Self-Employed,PhD,Divorced,3,Own,27,5,1,1,0,164,7.06
487,43,Female,28927,5135,466,10103,26,7.82,Unemployed,PhD,Married,2,Rent,14,2,0,0,1,88,8.35
488,40,Male,113680,7629,808,40196,18,11.49,Unemployed,Bachelor,Divorced,2,Own,22,3,0,1,0,259,9.39
489,26,Female,116546,86120,612,5868,9,6.65,Unemployed,Master,Single,3,Mortgage,16,3,1,1,1,96,8.89
490,29,Female,42443,90087,717,5121,6,2.83,Self-Employed,Bachelor,Single,2,Own,46,5,0,0,1,250,3.87
491,18,Male,99973,66031,776,15219,11,2.97,Self-Employed,PhD,Single,1,Mortgage,12,5,0,0,0,97,6.28
492,18,Male,83449,34380,372,29727,25,3.5,Employed,PhD,Single,1,Own,49,6,0,1,0,181,1.7
493,64,Male,129834,18071,440,44394,29,13.31,Self-Employed,PhD,Married,3,Own,46,5,0,0,1,26,3.32
494,51,Female,125314,21074,561,8066,6,8.14,Unemployed,Master,Divorced,2,Rent,10,6,0,1,0,232,1.85
495,49,Female,96743,91724,639,12806,6,11.27,Unemployed,High School,Widowed,2,Mortgage,24,8,1,1,0,228,3.84
496,65,Female,141805,68843,607,24542,13,7.11,Employed,PhD,Divorced,4,Mortgage,46,2,1,1,0,243,8.88
497,42,Male,80233,40901,544,15586,11,5.36,Self-Employed,PhD,Single,2,Mortgage,18,4,0,1,0,257,4.12
498,57,Male,45537,12205,814,17887,14,6.51,Unemployed,PhD,Widowed,1,Rent,22,6,1,0,0,61,6.06
499,62,Female,121293,56661,636,27542,2,12.32,Employed,PhD,Married,0,Mortgage,9,5,0,0,0,24,4.9
500,18,Female,97576,6906,375,24388,8,10.13,Employed,Master,Single,0,Rent,17,1,0,0,0,121,5.13
501,33,Male,127522,3591,474,27014,3,14.19,Unemployed,High School,Single,0,Own,38,9,1,1,1,193,9.73
502,56,Male,42612,63987,408,18823,23,10.84,Unemployed,High School,Widowed,0,Own,40,3,0,1,0,16,3.67
503,22,Male,113977,64370,482,18519,21,9.41,Self-Employed,High School,Married,2,Mortgage,13,2,0,1,1,60,6.65
504,39,Male,26471,81685,491,10390,3,9.93,Employed,PhD,Widowed,2,Own,37,9,0,0,0,250,4.78
505,46,Female,55631,55400,364,41363,1,14.25,Unemployed,PhD,Married,4,Own,6,7,1,0,1,254,1.55
506,20,Male,148449,26150,773,45987,24,12.25,Employed,High School,Single,2,Mortgage,21,5,1,1,0,195,5.4
507,29,Female,128997,32852,399,10783,19,2.31,Self-Employed,High School,Divorced,0,Own,36,6,0,0,1,296,8.32
508,43,Female,112059,43870,843,18779,18,8.94,Unemployed,PhD,Single,3,Mortgage,7,4,0,0,0,101,1.89
509,33,Female,51348,53756,427,47499,17,10.95,Self-Employed,PhD,Divorced,3,Mortgage,36,1,0,0,1,115,1.63
510,68,Male,84732,57481,751,23408,20,11.73,Employed,Bachelor,Divorced,1,Own,25,4,0,0,0,22,2.38
511,54,Male,21177,2283,668,47966,29,4.77,Self-Employed,Bachelor,Married,1,Own,11,9,0,1,0,155,7.88
512,39,Male,24760,34691,342,38452,24,13.27,Self-Employed,Bachelor,Widowed,2,Own,44,1,1,0,1,128,7.52
513,46,Male,52779,2125,718,35670,13,14.43,Employed,High School,Married,3,Own,14,3,1,1,1,212,6.09
514,31,Female,41636,68065,787,38163,3,5.08,Self-Employed,Master,Single,0,Own,45,5,1,0,0,150,5.21
515,45,Male,101889,27170,377,44672,1,13.47,Employed,PhD,Widowed,0,Rent,29,7,1,1,1,124,8.99
516,22,Male,73551,9438,569,48429,4,3.26,Unemployed,Bachelor,Divorced,0,Own,10,9,0,1,1,161,7.9
517,64,Female,31556,21095,614,9843,25,2.72,Employed,Master,Divorced,2,Rent,48,6,0,0,0,66,8.31
518,66,Male,47598,17154,467,11137,13,3.68,Employed,PhD,Single,2,Mortgage,5,3,1,1,1,166,8.32
519,47,Female,31563,9004,638,35224,17,2.75,Unemployed,Master,Widowed,4,Own,8,7,1,1,0,142,6.78
520,63,Female,66819,10752,492,40291,28,12.99,Employed,High School,Single,0,Own,46,4,0,0,1,172,5.12
521,69,Female,129326,56426,752,29634,11,2.77,Unemployed,High School,Single,0,Own,5,3,1,1,0,284,8.78
522,22,Female,93770,27819,582,47330,2,5.53,Unemployed,High School,Married,2,Mortgage,24,7,0,0,1,192,9.33
523,29,Female,111055,93051,635,47601,25,3.35,Employed,Bachelor,Single,2,Rent,40,7,0,1,0,86,1.21
524,33,Female,46966,25217,689,4407,16,5.84,Self-Employed,PhD,Widowed,4,Rent,26,4,0,0,0,53,1.46
525,43,Female,140133,89708,824,34075,2,3.18,Self-Employed,High School,Single,4,Own,6,7,1,0,1,215,9.63
526,43,Female,101709,33994,539,47299,29,10.68,Unemployed,Bachelor,Widowed,1,Own,16,2,1,0,1,47,3.49
527,65,Male,79889,16036,782,5327,19,3.73,Self-Employed,Bachelor,Divorced,3,Own,36,1,1,0,0,31,8.86
528,38,Male,46987,78275,757,31107,23,13.07,Self-Employed,Bachelor,Single,0,Own,12,2,1,0,0,82,4.5
529,56,Male,98714,98756,388,14199,19,12.62,Employed,Bachelor,Widowed,0,Mortgage,11,4,1,1,1,250,2.07
530,53,Male,124874,50416,394,37792,25,2.18,Unemployed,High School,Divorced,4,Own,3,8,0,1,1,163,1.72
531,50,Female,78348,10587,751,48461,16,13.64,Unemployed,Bachelor,Widowed,4,Mortgage,44,3,1,0,1,246,2.41
532,47,Male,44596,96665,727,26383,22,2.38,Employed,High School,Divorced,1,Own,37,6,0,1,1,14,3.25
533,54,Female,53174,1645,450,49491,19,5.12,Self-Employed,High School,Married,3,Rent,6,6,0,1,1,230,5.4
534,40,Male,84106,31930,813,5813,9,2.42,Unemployed,Bachelor,Single,1,Rent,19,9,0,1,1,95,7.31
535,27,Male,127510,82835,675,14098,1,6.37,Self-Employed,High School,Single,3,Own,18,9,1,0,0,186,9.88
536,22,Male,89967,31090,321,46326,10,8.68,Unemployed,PhD,Divorced,0,Own,16,4,1,0,1,268,4.97
537,53,Female,79182,88489,612,29307,19,12.36,Unemployed,PhD,Married,1,Mortgage,23,9,1,1,1,229,5.66
538,51,Male,113300,53142,818,5387,1,6.39,Unemployed,Master,Widowed,4,Own,43,6,1,0,1,47,5.7
539,69,Female,107163,27475,505,4354,2,11.17,Unemployed,PhD,Married,1,Own,37,2,1,0,1,151,5.85
540,48,Female,59310,19888,674,45726,16,4.44,Self-Employed,High School,Widowed,1,Own,9,6,1,1,0,244,5.66
541,27,Male,76088,44732,750,15036,12,11.76,Self-Employed,High School,Widowed,0,Rent,3,2,1,0,0,212,1.08
542,36,Male,148803,82623,478,4058,8,5.07,Self-Employed,PhD,Single,4,Mortgage,8,8,1,0,0,181,1.02
543,49,Male,28906,47305,509,10272,23,3.87,Self-Employed,Bachelor,Divorced,4,Rent,38,4,0,0,0,134,1.88
544,18,Female,56914,47037,799,36843,18,4.41,Employed,Bachelor,Single,2,Mortgage,4,5,1,0,1,74,1.91
545,22,Male,130350,10346,763,35686,2,4.37,Unemployed,High School,Single,2,Rent,12,8,0,0,0,290,7.34
546,62,Female,65379,1587,423,37466,25,8.67,Unemployed,Bachelor,Single,2,Own,44,8,0,1,1,281,2.84
547,21,Female,98612,13763,412,34269,29,12.98,Unemployed,Master,Widowed,0,Rent,31,6,0,0,1,253,9.05
548,33,Male,134828,60165,311,40387,13,3.03,Employed,Master,Single,1,Rent,25,4,0,0,0,24,9.36
549,41,Male,147445,70615,425,19729,6,11.19,Self-Employed,PhD,Widowed,4,Mortgage,16,1,1,1,0,235,9.78
550,33,Female,57650,37116,630,10173,21,10.51,Unemployed,PhD,Divorced,4,Mortgage,42,7,1,1,1,140,9.45
551,19,Female,66881,86751,582,28377,26,13.34,Self-Employed,Bachelor,Widowed,1,Rent,14,8,0,0,0,204,3.45
552,66,Female,66413,92353,439,32101,6,5.17,Self-Employed,High School,Widowed,4,Mortgage,13,9,0,1,0,218,5.59
553,45,Male,26012,91301,700,38584,9,7.85,Employed,PhD,Married,1,Mortgage,41,2,0,0,1,122,2.58
554,49,Female,70115,96648,396,16744,16,14.04,Employed,Master,Single,0,Mortgage,7,1,1,1,1,253,8.26
555,44,Male,27151,26556,816,27856,11,10.58,Self-Employed,PhD,Single,0,Mortgage,12,4,0,0,1,175,9
556,37,Female,77716,60042,368,17306,7,7.05,Unemployed,PhD,Single,0,Mortgage,37,5,0,1,1,200,8.66
557,41,Female,113747,19099,417,23599,10,3.71,Unemployed,Master,Single,1,Rent,4,1,1,0,1,266,4.9
558,29,Male,112653,46096,358,45141,10,5.41,Employed,High School,Married,1,Mortgage,2,5,0,1,0,227,7.83
559,67,Female,56378,72986,332,37534,25,9.56,Employed,PhD,Married,3,Own,35,6,1,0,1,284,1.88
560,52,Male,62652,14230,617,40817,20,11.34,Employed,PhD,Married,4,Rent,44,3,1,0,1,61,1.36
561,50,Male,92430,30009,349,19594,18,3.62,Employed,PhD,Married,4,Rent,3,7,0,0,1,167,7.78
562,50,Female,33467,71969,788,11089,28,9.79,Employed,Bachelor,Single,3,Rent,4,6,0,1,0,64,4.83
563,68,Male,51010,34866,318,2157,24,9.15,Employed,PhD,Widowed,3,Mortgage,38,4,0,1,1,23,9.96
564,60,Male,148647,85246,496,33264,20,8.68,Employed,Master,Divorced,0,Own,12,3,1,0,1,278,1.88
565,54,Female,141999,77975,749,40031,29,10.97,Unemployed,High School,Married,3,Mortgage,19,5,1,0,0,99,8.7
566,29,Male,134793,42855,751,3664,9,12.89,Employed,High School,Widowed,1,Rent,10,3,1,0,1,36,5.32
567,20,Male,74691,82557,588,28042,15,6.2,Employed,Master,Married,2,Rent,1,9,0,0,1,98,8.44
568,18,Male,84157,7416,440,18937,4,13.56,Unemployed,Bachelor,Single,1,Rent,17,9,0,1,1,50,8.35
569,50,Female,128177,73516,383,41747,8,4.09,Unemployed,Master,Single,3,Rent,16,6,0,1,0,277,9.24
570,57,Male,32289,56915,690,39005,9,4.25,Self-Employed,High School,Widowed,4,Mortgage,9,6,0,1,0,147,3.68
571,27,Female,64976,19058,514,20101,13,5.47,Employed,Master,Widowed,1,Own,9,4,0,0,1,15,9.55
572,60,Female,63596,77637,825,28930,9,3.55,Employed,Bachelor,Widowed,4,Own,9,4,0,0,1,251,2.37
573,61,Male,43171,41718,514,6509,26,4.99,Employed,High School,Single,1,Rent,12,2,1,1,1,171,1.74
574,46,Male,120441,33602,702,5052,4,3.38,Employed,Bachelor,Single,4,Own,41,4,1,1,0,189,4.88
575,30,Male,146296,75658,427,9917,17,12.68,Self-Employed,Master,Divorced,1,Rent,15,8,1,1,0,15,8.45
576,29,Female,106365,79112,776,42489,16,3.81,Unemployed,PhD,Widowed,4,Rent,2,2,0,1,0,280,5.26
577,48,Male,138218,59067,703,3171,15,11.71,Unemployed,Master,Divorced,2,Own,11,9,1,0,0,281,8.46
578,63,Male,119590,28516,328,7019,3,2.62,Employed,Bachelor,Married,0,Rent,11,1,1,0,0,165,7.57
579,19,Male,134014,88969,637,37230,25,14.33,Employed,Master,Divorced,1,Own,8,2,1,0,0,94,2.88
580,68,Male,64139,2089,660,13234,20,11.25,Employed,PhD,Married,2,Rent,32,2,0,1,1,209,9.54
581,67,Male,68713,38346,691,46390,5,2.09,Self-Employed,Bachelor,Married,0,Own,6,6,0,0,0,19,1.55
582,52,Female,49734,75663,517,4222,23,11.93,Self-Employed,Master,Divorced,1,Rent,20,7,1,1,1,147,9.08
583,40,Female,92588,11487,501,5406,5,8.68,Unemployed,Bachelor,Widowed,2,Own,39,3,0,1,0,251,3.74
584,34,Male,83646,1155,316,30596,20,12.13,Employed,Bachelor,Married,2,Rent,35,9,0,1,1,210,5.5
585,43,Male,23654,68494,621,40531,15,8.79,Employed,High School,Widowed,2,Rent,8,5,0,1,0,165,4.8
586,25,Male,109022,77229,817,14199,18,10.33,Employed,High School,Single,3,Rent,49,5,0,1,1,284,2.55
587,46,Male,38743,39547,624,21938,15,12.22,Employed,Bachelor,Married,4,Own,43,4,1,0,1,234,4.22
588,43,Female,68368,29795,711,44356,2,7.27,Self-Employed,Master,Single,0,Mortgage,34,9,0,0,1,77,2.74
589,27,Male,110025,56296,617,34076,29,2.04,Unemployed,Master,Divorced,4,Rent,19,8,1,0,0,193,2.83
590,43,Female,94172,22447,381,42438,13,13.05,Unemployed,Master,Widowed,4,Rent,7,4,1,1,0,204,2.68
591,51,Female,26441,37598,773,49528,4,6.95,Self-Employed,PhD,Divorced,4,Own,31,4,0,0,0,51,5.4
592,68,Male,139735,42814,767,32747,10,8.45,Employed,Bachelor,Married,2,Rent,18,2,0,1,1,160,8.18
593,58,Female,44611,91751,724,43961,13,2.1,Unemployed,Bachelor,Single,4,Rent,40,9,0,0,1,93,6.12
594,24,Female,139891,76330,503,28438,10,8.4,Unemployed,PhD,Married,3,Rent,14,3,1,1,1,143,9.04
595,21,Female,127971,99745,686,40969,29,14.82,Self-Employed,Bachelor,Divorced,1,Rent,39,4,1,1,0,39,6.73
596,67,Female,32149,88960,397,18100,9,5.62,Employed,Bachelor,Widowed,2,Mortgage,36,7,1,0,0,18,7.2
597,62,Male,120102,64278,644,20935,8,7.14,Unemployed,PhD,Widowed,0,Mortgage,17,8,1,1,1,179,7.01
598,28,Male,79189,56077,507,19081,3,10.93,Employed,High School,Married,1,Rent,37,8,1,0,0,299,5.05
599,46,Female,127904,72906,813,14691,16,12.59,Unemployed,Bachelor,Married,1,Rent,44,4,1,0,0,177,7.2
600,53,Male,41675,10528,465,19690,14,7.43,Self-Employed,PhD,Single,1,Rent,9,7,1,0,0,154,1.63
601,42,Male,91031,94812,321,27886,9,6.03,Employed,Master,Divorced,4,Mortgage,20,1,0,1,0,237,8.74
602,38,Male,62668,51100,453,32221,21,14.19,Self-Employed,High School,Married,4,Mortgage,45,6,1,1,1,85,8
603,53,Male,33673,9179,738,14204,11,10.8,Unemployed,Master,Single,2,Own,28,6,1,1,0,232,3.21
604,27,Male,149582,49781,594,2623,3,3.55,Self-Employed,Bachelor,Married,4,Own,20,6,1,1,0,186,7.91
605,54,Female,96666,56267,518,25674,5,2.9,Self-Employed,High School,Widowed,4,Rent,41,2,1,0,1,198,1.11
606,26,Male,108204,83379,794,44801,29,8.29,Self-Employed,PhD,Single,4,Rent,36,8,0,1,1,55,2.96
607,41,Male,100758,24952,529,49876,10,4.86,Unemployed,Bachelor,Single,2,Mortgage,27,5,1,0,0,26,1.59
608,52,Male,85429,54798,319,47716,13,5.3,Employed,PhD,Married,2,Rent,8,5,1,0,0,75,8.02
609,66,Male,43669,99696,447,15086,4,13.41,Self-Employed,High School,Divorced,3,Rent,32,2,0,1,0,270,7.8
610,52,Female,54068,51939,407,32476,24,3.16,Employed,Master,Widowed,3,Mortgage,1,4,0,1,0,132,8.32
611,65,Female,108789,30516,702,25916,13,11.3,Unemployed,Bachelor,Divorced,3,Mortgage,17,9,1,0,1,240,1.04
612,53,Female,29435,57526,782,2314,12,5.52,Employed,Bachelor,Single,3,Mortgage,9,9,1,1,1,134,5.51
613,35,Female,114088,11449,666,13501,5,11.88,Self-Employed,PhD,Divorced,1,Mortgage,20,6,1,0,1,121,7.34
614,66,Male,72249,51290,713,17008,10,11.39,Self-Employed,High School,Single,1,Own,45,9,1,1,0,281,2.4
615,56,Female,57384,87661,608,20130,28,2.1,Self-Employed,PhD,Divorced,3,Mortgage,32,4,1,1,0,90,6.85
616,49,Male,148782,73954,433,13880,24,8.62,Self-Employed,High School,Married,3,Mortgage,2,1,1,0,1,255,1.76
617,41,Male,101929,23746,582,48674,9,3.81,Self-Employed,Bachelor,Divorced,0,Rent,32,2,0,0,0,224,2.63
618,40,Male,147959,68990,372,36199,20,13.26,Self-Employed,High School,Single,1,Rent,45,1,0,0,1,244,5.28
619,49,Male,96153,59810,780,46835,7,13.33,Unemployed,Bachelor,Widowed,0,Rent,9,8,1,1,1,91,6.88
620,54,Male,124056,84297,651,47306,2,7.44,Unemployed,High School,Widowed,0,Own,30,9,1,1,1,85,2.31
621,29,Female,95388,16223,625,12817,22,7.78,Unemployed,Master,Widowed,4,Mortgage,20,6,1,1,1,24,2.67
622,66,Female,51401,73237,742,36239,24,5.94,Employed,High School,Single,2,Mortgage,38,2,0,0,1,229,2.84
623,30,Female,145511,3597,399,35285,28,11.32,Employed,Master,Divorced,1,Own,1,6,1,0,1,239,3.15
624,40,Female,91831,66677,358,32480,23,6.66,Unemployed,High School,Widowed,3,Mortgage,5,9,0,1,1,274,3.04
625,42,Male,139503,3659,807,24299,7,5.48,Employed,High School,Widowed,3,Rent,35,3,0,0,0,273,4.56
626,52,Female,135760,87516,557,35683,8,7.62,Employed,PhD,Widowed,2,Own,36,9,1,1,1,119,6.88
627,58,Male,121529,75567,712,29666,7,3.19,Self-Employed,PhD,Married,1,Mortgage,1,2,0,0,1,209,4.94
628,47,Female,147834,16037,751,19980,21,11.71,Self-Employed,Bachelor,Single,3,Own,14,5,1,1,0,235,7.98
629,34,Male,54084,47738,364,2109,23,2.16,Employed,PhD,Single,3,Own,9,2,0,1,1,194,7.47
630,66,Male,140387,72678,453,1217,29,10.38,Employed,High School,Single,4,Mortgage,30,7,1,1,0,40,2.14
631,37,Female,130641,13109,565,20445,14,4.38,Unemployed,PhD,Single,0,Rent,24,9,1,0,1,111,1.44
632,65,Male,125111,23010,378,26092,26,5.02,Employed,High School,Single,3,Mortgage,4,7,0,0,0,268,8.9
633,42,Male,75826,9787,614,28641,19,10.26,Self-Employed,Master,Married,1,Mortgage,14,5,0,1,0,108,1.72
634,39,Female,56451,9472,547,30509,5,14.91,Employed,High School,Divorced,2,Rent,25,4,0,1,0,294,2.34
635,30,Male,27227,24383,713,45930,23,12.11,Unemployed,Bachelor,Married,4,Mortgage,4,4,1,1,1,275,1.2
636,36,Female,51910,62709,324,7282,25,4.94,Self-Employed,Master,Widowed,1,Mortgage,25,8,0,1,0,149,6.66
637,66,Female,56041,70785,583,27036,18,4.29,Self-Employed,Bachelor,Married,4,Mortgage,10,1,0,1,1,295,6.24
638,53,Female,108920,35518,748,34316,20,13.26,Self-Employed,Bachelor,Single,0,Own,35,5,1,1,1,225,9.88
639,29,Male,85681,54909,600,26433,12,7.77,Self-Employed,Bachelor,Married,3,Own,7,2,1,0,1,41,8.98
640,58,Male,123314,19351,367,12118,23,3.78,Employed,PhD,Single,1,Own,42,9,0,0,1,97,4.7
641,36,Male,101571,70624,306,8807,17,13.21,Unemployed,Bachelor,Married,2,Mortgage,13,7,0,0,1,72,4.34
642,29,Female,85481,54330,436,27171,13,12.61,Employed,Master,Single,0,Rent,4,8,0,0,1,288,3.67
643,26,Male,88576,16282,463,41173,2,14.79,Employed,High School,Widowed,0,Own,43,6,1,1,1,83,2.37
644,24,Female,127958,85866,382,43261,25,13.83,Self-Employed,Bachelor,Single,4,Rent,36,9,1,1,0,133,2.24
645,45,Female,149265,22778,719,10838,13,13.07,Unemployed,Master,Married,0,Mortgage,14,6,0,1,1,278,2.19
646,31,Male,147556,25264,372,38846,26,2.68,Self-Employed,Bachelor,Widowed,1,Own,18,7,1,0,1,294,2.03
647,48,Female,84174,60675,536,47102,7,3.36,Employed,High School,Married,4,Mortgage,8,7,0,0,0,130,3.16
648,69,Male,46160,6075,345,7048,28,9.4,Employed,Master,Widowed,0,Rent,32,9,0,1,1,221,3.76
649,36,Male,135170,76948,561,40649,10,8.91,Self-Employed,Master,Divorced,2,Own,27,8,1,0,0,157,9.65
650,64,Male,137867,49454,475,21664,23,7.95,Employed,High School,Divorced,1,Own,42,1,0,0,0,87,6.21
651,33,Male,37633,29365,465,28026,6,7.16,Employed,Master,Divorced,2,Own,37,4,0,1,1,23,9.89
652,22,Male,114880,73766,669,31722,3,7.61,Self-Employed,High School,Married,2,Own,23,7,1,1,1,145,4.35
653,52,Female,37014,49200,353,20676,26,9.4,Employed,Master,Married,4,Rent,7,8,0,1,0,289,5.12
654,29,Female,100532,12002,718,3441,3,2.03,Unemployed,Master,Widowed,3,Own,12,7,0,0,1,88,3.92
655,42,Female,69104,14947,806,6195,18,5.39,Self-Employed,High School,Widowed,4,Mortgage,25,3,1,1,0,252,2.65
656,69,Male,61621,80222,640,39669,11,8.74,Unemployed,High School,Widowed,1,Own,3,4,0,1,0,202,2.29
657,38,Male,97231,95840,426,48447,22,11.39,Employed,Master,Widowed,1,Rent,26,7,0,1,1,251,9.51
658,53,Male,88388,79610,708,47724,20,4.26,Employed,Master,Single,4,Own,4,8,1,0,0,60,9.88
659,40,Female,36014,53142,666,46365,5,9.11,Self-Employed,High School,Divorced,3,Rent,42,7,1,0,1,241,1.4
660,33,Male,112578,57307,570,26053,19,11.29,Employed,PhD,Single,4,Rent,36,6,1,1,1,268,2.35
661,56,Female,53755,5493,678,39465,22,7.78,Self-Employed,High School,Single,1,Mortgage,15,9,0,1,0,227,4.81
662,62,Female,60390,51085,372,38718,27,2.35,Self-Employed,Master,Single,3,Own,32,9,1,0,0,215,2.68
663,59,Male,43711,35228,547,25859,28,7.84,Self-Employed,Master,Single,1,Own,29,7,0,0,1,129,4.27
664,56,Male,111658,80676,342,25316,19,5.85,Self-Employed,Master,Divorced,3,Own,10,8,1,1,1,89,2.16
665,31,Female,77993,52875,676,8878,15,14.09,Self-Employed,High School,Single,3,Mortgage,21,6,0,0,1,51,5.11
666,48,Male,94696,32655,340,2381,16,3.62,Unemployed,Master,Widowed,4,Mortgage,16,1,0,1,0,30,3.45
667,22,Female,47213,44472,469,40067,24,10.48,Self-Employed,PhD,Married,4,Rent,47,1,1,1,1,19,4.17
668,52,Male,135788,50437,511,47865,9,2.69,Unemployed,Bachelor,Widowed,4,Rent,19,6,0,0,0,162,1.85
669,40,Male,124956,50416,792,14175,4,7.8,Employed,PhD,Married,3,Rent,29,2,0,1,0,95,4.85
670,46,Female,77784,60711,338,5086,15,9.2,Self-Employed,High School,Widowed,3,Mortgage,18,8,1,1,0,122,9.85
671,60,Male,27421,7816,668,25506,25,5.87,Employed,Master,Widowed,1,Mortgage,44,1,0,0,1,198,3.96
672,28,Female,106936,78175,450,41698,12,7.92,Self-Employed,High School,Married,2,Mortgage,16,2,0,1,0,121,8.89
673,35,Male,119073,65307,410,23331,23,4.13,Unemployed,Bachelor,Divorced,4,Rent,1,8,0,0,1,184,8.59
674,64,Female,37727,47733,779,35613,3,5.95,Unemployed,High School,Single,1,Mortgage,48,6,1,1,0,13,9.57
675,29,Female,132418,96028,735,16959,23,10.07,Unemployed,Master,Widowed,1,Rent,2,2,1,1,1,231,8.11
676,26,Male,24358,12240,346,32943,14,5.92,Employed,Bachelor,Divorced,0,Rent,15,2,1,0,1,230,6.94
677,27,Female,85108,99234,665,42816,17,13.7,Self-Employed,Bachelor,Single,4,Own,39,7,1,0,0,180,8.71
678,61,Male,146609,93493,368,31095,19,10.17,Employed,Master,Divorced,1,Own,28,5,1,0,1,222,1.68
679,34,Male,114018,99344,598,6377,6,7.7,Unemployed,Master,Divorced,0,Own,1,5,1,0,0,262,5.17
680,55,Male,144457,72363,595,40053,4,2.5,Employed,Master,Single,4,Rent,5,8,1,0,0,133,9.9
681,24,Female,52117,33762,502,49101,7,8.49,Unemployed,High School,Widowed,3,Own,42,7,1,0,0,137,7.93
682,63,Female,108700,9259,360,5422,19,11.94,Unemployed,PhD,Divorced,0,Own,22,9,0,1,0,222,9.66
683,30,Male,51910,51139,613,5186,17,5.45,Unemployed,High School,Widowed,3,Own,36,4,0,0,0,121,8.02
684,57,Male,146888,15849,460,33266,25,12.49,Self-Employed,High School,Widowed,2,Mortgage,46,4,0,1,0,94,8.87
685,59,Female,118032,82768,630,14907,16,5.27,Self-Employed,PhD,Widowed,2,Rent,13,2,0,0,0,13,7.36
686,26,Male,75754,90709,827,32506,15,12.71,Unemployed,Master,Single,2,Own,1,3,1,1,1,74,7.84
687,67,Male,82438,55869,637,31922,22,3.11,Employed,Master,Married,2,Mortgage,16,1,0,1,0,129,5.71
688,44,Female,129847,64095,603,12705,8,13.26,Employed,PhD,Widowed,1,Mortgage,41,1,0,0,0,252,9.32
689,19,Male,49371,71910,802,21554,19,8.49,Self-Employed,PhD,Married,2,Mortgage,22,7,0,1,1,146,8.43
690,22,Female,71501,87710,637,24027,8,5.85,Unemployed,High School,Married,1,Own,32,5,0,1,1,256,8.59
691,46,Male,80946,24567,849,46447,18,5.45,Employed,Bachelor,Divorced,1,Mortgage,16,3,0,1,0,54,7.06
692,54,Female,58467,36292,574,18943,28,7.62,Unemployed,PhD,Widowed,4,Rent,15,7,1,0,0,155,3.74
